Id,Price
4567,158223.78946608497
5925,128784.84242578624
960,167255.10590556113
3848,137589.33856362308
746,216450.0665225326
868,363781.09255470586
672,124423.97542566239
2471,192421.5154666618
4510,124161.6735630603
8354,273657.900468903
6393,168086.6975836973
13270,238366.5555063004
5250,336672.3910057169
16751,168494.6120568005
11404,125781.50923755823
10588,311539.7891674962
14925,205693.86455674618
6791,205376.32832357084
16097,184486.62076614308
16428,374771.39375077846
6945,333831.88896727486
3190,190231.96896275543
15709,403003.5093671177
13155,149559.69520082668
7675,200199.490113215
14686,233431.97086889393
609,171315.72689686881
11155,185699.9168177322
10869,215329.71693517422
15742,183422.2136089107
9245,195310.89110251132
3340,189979.98278360424
2359,278619.02076129
8070,193375.3628768537
13707,127269.37039762783
16079,276880.8676430453
15937,290423.19742875925
14090,179236.88161398837
9008,207918.99825619182
16384,171754.20101202966
11657,255549.3122429756
13151,174540.2078645811
8990,172867.17074933706
11857,187210.6808922814
1565,165291.94465649425
8174,114390.82396226597
9247,252941.10913090003
10478,212400.20248225916
15509,158543.5330612805
8306,238021.4393911862
6642,177576.30285624534
7472,202578.13828026073
15989,132635.7669991813
13682,144787.18020013615
163,245060.79616274982
7076,187188.09336678073
7478,337738.2682246201
3029,178959.05843240547
1814,141239.6461976782
10057,123634.17111393748
15100,211451.1169040762
12694,213890.88809518056
6291,176365.85773079252
12603,202728.44287062527
3218,210151.2568913016
13456,127805.97981311972
10170,219877.2297520858
4530,185657.364872695
13329,181301.06677137915
4820,157817.26678860185
10896,185909.01190672306
13416,122546.36925731614
2701,229523.97545785288
11265,349444.93148791924
9189,262639.55403963337
1858,169325.42192951465
14536,232030.81631222583
6199,302733.6941638188
14730,163528.82049262102
7510,249393.48167754206
15505,176318.56917493287
7446,177999.68317681467
14016,206772.0346626099
14113,119624.72097571478
8721,316046.3952812206
6193,327593.02029417973
5717,184431.56677300629
5427,302283.1958484265
9520,435353.0790524828
6869,116830.71715716932
1658,160349.01505504476
6639,222400.13385565218
6283,187541.73314434418
6257,126704.42346477025
15235,184539.69878935794
902,252289.36042793293
8932,194592.8869344208
16469,367951.71926294797
2825,248232.4160966764
6450,389607.2306387655
11366,180432.93546893902
3801,357670.1913753868
11385,198100.64971268142
1079,186691.77137837085
3202,245976.85140399655
676,224139.79810186615
6185,282975.4609550804
7730,170211.2433763747
2573,180691.46485492217
10978,196517.94056079676
10962,261116.88846647795
8870,193346.08440607274
8496,187841.91521063977
5517,166130.10727563067
927,176543.6854216257
13675,179670.52658862015
1499,221835.93076595306
15536,325708.67101716157
8602,354139.37422664044
12137,411653.658689895
9865,269070.7348899064
16353,264003.2735230424
15908,207804.22331648535
3944,198869.87277598583
10359,191881.0956645794
15158,200150.53903228033
3259,246616.43442106838
7220,324263.4844836483
13843,215628.75235100658
16736,186127.8016231841
702,239015.93691769353
16401,170286.57741725305
12134,196684.89610662297
6918,219808.68129571993
11792,128712.99932686235
3798,162770.6220058163
10395,129578.76587890096
11099,165300.87775376296
7090,201000.80047719085
11260,188981.28907009555
9647,216344.27369239353
2903,393512.26072773983
2071,196354.53491141665
8604,209484.3326160585
9346,204963.28964215607
3945,198409.19697060564
3420,147158.63884631975
10842,126803.21804303199
725,179138.63377914825
13931,190933.35926139227
16330,246054.71246409425
9066,404405.8325846862
3326,311852.77862346335
1556,267544.0365055233
6579,108847.9117801358
13877,179848.01752016522
9857,336105.1366764819
7302,258279.74753338477
5684,178080.5945381477
6513,235829.72001920783
11342,120672.84801880435
16561,238060.24719580085
6885,193347.53274166337
9308,172337.26508308298
2559,201296.55619989012
6648,178470.27054345558
15260,170726.7389665038
5113,180318.79321192447
16492,183875.05739156096
12034,277822.29254030075
7248,206571.0447744548
2171,210731.79787987436
10594,157648.75299941897
13241,190384.82665773662
7032,152255.9624896313
4884,176741.4628483077
903,237805.41489636735
162,167264.83336035084
6566,260957.07774223704
8249,151414.3996850646
13106,203836.78559508384
256,128862.08712061569
7976,179840.6915349893
8575,169247.22001013815
7591,279703.33754381276
3204,229795.3942255701
15804,185388.04371684918
1525,330896.74642139033
9038,195727.19362815178
13628,190960.23670995998
10016,196527.9066903586
10208,229823.4702101164
2008,191509.19884903892
13029,206625.00621921173
5099,127125.31330718611
9923,313958.8419906738
9461,126385.6723549912
11086,185660.73743018624
15057,278882.305137856
10689,172898.32488663713
2053,218398.88908487686
16630,165547.97519580516
4985,179548.68876065323
13881,263913.2692406193
13225,184738.4356165523
5779,78265.08211378657
10262,182381.81992929938
10762,226863.86000011087
9513,182874.37549554624
11128,180050.31314723237
2074,290094.83561566024
933,198622.16162777657
2780,180617.47324440526
6594,114850.35406626621
15394,303800.9804911644
14863,150519.6728315559
6698,224846.46125867165
1611,247462.9824566477
174,189081.92664236735
5160,288529.5306355214
3295,297322.4048906922
4559,376666.1465515198
8254,173150.10883513495
10228,119426.53502307959
13924,145412.2129027729
15341,248149.62558412718
4353,173381.058215451
4334,80366.37105016755
1872,162182.55931264782
7823,174106.74870897984
310,157638.3845513578
3704,234486.00655104447
11615,289472.02234375523
6605,217670.17384161177
3381,188817.38846337263
2143,137981.05391315994
3191,257264.9369225783
13980,130516.9492721655
15613,166733.27884454414
10943,304963.0076024351
9654,161673.22917960104
16053,368029.3451387416
14931,212016.4113261857
8299,250146.7076855445
2147,177622.39333824517
11567,348269.34410215105
5905,136666.92625185888
11160,127235.78940762635
8275,140741.38574196462
16398,278296.6907648694
11229,196140.22221936134
10309,165021.53950784603
7340,247561.73883948478
7653,186946.57716738957
272,206982.55000044484
9831,223780.12586468135
5016,160570.62523288064
5968,79304.18913651619
796,230463.53695412504
12123,125906.17963922975
16629,182730.90782965164
2637,172860.769474662
6194,194300.29213884744
6216,361867.2853461598
14346,178938.04358908406
6428,144735.2006672693
2891,206582.83231488042
84,171552.6838929488
9260,229273.78346447455
15250,148517.79269611524
2348,187683.2237279067
10427,266423.312440454
13230,236665.91211498543
1691,210913.2843625152
8803,129137.67630898532
5464,286987.64305539546
10559,120234.37710196257
16787,305573.2086016857
4278,161463.94734321453
6183,175620.20829009515
12775,177230.00607557577
10104,179965.10801946837
13663,199684.29220520696
9404,280423.402796157
14724,206472.11820594495
10040,182463.2202872881
4646,187760.08690499698
4754,158603.2681547609
3310,214755.5694629901
2003,179375.22439085695
7312,189657.6314806717
10921,238232.2212375325
13419,283923.31719854067
10105,159493.7134314199
2196,377367.26615494874
12659,231704.20607959118
4380,219524.82551691457
10847,162422.7478058142
10805,270713.5532394955
8709,102901.08112138079
8319,178401.65373104595
2215,193125.66239955934
7000,188459.28502718167
7701,114420.45988003169
9678,211780.6632733745
14026,186939.98024335614
7971,178190.51084715745
13734,147968.37608163664
16483,202975.3004119712
6150,208440.47460956173
2931,267750.0491637036
5418,187235.47538779883
1662,441895.88746262906
2441,210836.41233784374
669,149791.53337598415
7734,185429.19291071777
6010,250695.7064261259
266,134389.63459798435
632,135369.76941968605
16221,120817.7188591547
11832,179917.02494410562
5035,129413.07399880016
37,119364.74525986286
6168,188618.01726699198
11757,192704.31750360233
8086,130508.71271155546
6529,227261.61033618392
15121,208709.99234041604
13904,138373.4163355978
3711,189426.693686119
16563,144208.5435120923
14494,177861.0746043896
3006,207496.3103082629
15299,122665.10805326363
92,303191.6649518308
8066,170930.2824854589
16071,196652.29521689616
10662,191682.45678393802
3883,235474.43249184277
5511,134787.43924864923
2821,281069.43262955104
9570,198207.56903341642
4326,271458.1849126315
9251,220942.91442261124
9031,202118.04288648863
12689,188172.13750847246
16380,247118.73483183622
1053,241111.33089941178
4568,182315.29697956867
16140,117126.7808177514
14356,383088.19940980047
8466,181005.59854845837
15652,152418.0379654023
3285,119670.46911833233
3198,163983.54348659463
14088,421047.5530178516
2268,128811.76487981573
15472,210095.2529639585
1203,227605.81522923175
7157,340107.5866810946
6886,194195.1224092428
5083,238455.2289203574
7467,119356.48042756661
14068,213246.15000286
2080,183782.85398974209
10865,153218.10402544177
13516,178615.97421393608
14150,206702.35274990654
7609,126341.69217573639
2144,374538.6855700627
10357,206727.2257691919
2396,248199.03654597935
1526,361815.67063362704
10890,236577.43722592152
8638,413947.01679068536
6050,277795.6131512461
7639,118930.69549003315
10544,197673.86204901178
9577,242436.81517625798
13195,213607.34217476172
3484,223051.7902918487
16668,417361.46056732733
7171,177867.0571498276
8547,221413.22946548442
12735,246482.22525982113
9093,188550.91413238636
15323,226432.31698088406
14897,149953.56939947698
